"","facility_id","common_name","address","zip_code","owned_leased","dept_id_for_jurisdiction","jurisdiction","gross_sq_ft","longitude","latitude","geom"
"237",732,"Fire Station #7/DOT-2 Bngl/Class/Office","2300 Folsom St",94110,"Own",38,"Fire Department",8712,-122.415348507,37.759832069,"POINT (-122.41534850699998 37.759832069000026)"
"238",1017,"Lincoln Park Sm Maint Bldg","300 34th Ave",94121,"Own",49,"Recreation And Parks",684,-122.498322615,37.78425841,"POINT (-122.498322615 37.78425841000001)"
"239",1722,"SWL 311 Pier 39 Garage","2 Beach St",94133,"Own",46,"Port",242304,-122.411680445,37.808128328,"POINT (-122.411680445 37.80812832800001)"
"240",950,"Jose Ortega Elementary","400 Sargent St",94132,"Own",16,"School District (Sfusd)",35180,-122.466294062,37.716378991,"POINT (-122.46629406199997 37.716378991)"
"241",1811,"VALLEJO STREET Parking Garage","766 Vallejo St",94133,"Own",42,"Municipal Transportation Agency",70760,-122.409910678,37.798726573,"POINT (-122.40991067800002 37.79872657300001)"
"242",1414,"James Rolph Jr Clubhouse","1451 HAMPSHIRE ST",94110,"Own",49,"Recreation And Parks",2730,-122.406649242,37.749975682,"POINT (-122.40664924200001 37.74997568200001)"
"243",190,"Hunters Point Shipyard Building 606","606 Manseau St",94124,"Own",45,"Police Department",90000,-122.367436445,37.720502415,"POINT (-122.36743644500001 37.720502415)"
"244",1634,"St Mary's Square Bathrooms","633 California St",94108,"Own",49,"Recreation And Parks",525,-122.405109398,37.791724163,"POINT (-122.40510939799998 37.791724163000026)"
"245",86,"9th & Clement Parking Lot","330 9th Ave",94118,"Own",42,"Municipal Transportation Agency",7850,-122.467255656,37.782192037,"POINT (-122.46725565600002 37.782192037000016)"
"246",366,"CABLE CAR BARN","1201 Mason St",94108,"Own",42,"Municipal Transportation Agency",83741,-122.411920173,37.794884605,"POINT (-122.411920173 37.79488460499999)"
"247",1274,"Pier 19 1/2 - Bulkhead/Shed","The Embarcadero",94111,"Own",46,"Port",43200,-122.399235036,37.802699035,"POINT (-122.399235036 37.80269903499999)"
"248",1857,"West Sunset Clubhouse building","3223 Ortega St",94116,"Own",49,"Recreation And Parks",13530,-122.498335147,37.75073088,"POINT (-122.49833514699998 37.75073087999999)"
"249",90,"Abraham Lincoln High","2162 24th Ave",94116,"Own",16,"School District (Sfusd)",330200,-122.481094009,37.747285855,"POINT (-122.481094009 37.74728585499997)"
"250",387,"Carousel Concession Stand","320 Bowling Green Dr",94117,"Own",49,"Recreation And Parks",663,-122.458235273,37.768042241,"POINT (-122.45823527300001 37.76804224099999)"
"251",1040,"LYON ST/GREENWICH ST SFMTA Operator Bathroom","Lyon St & Greenwich St",94123,"Own",42,"Municipal Transportation Agency",75,-122.447312089,37.797629893,"POINT (-122.44731208899998 37.79762989300002)"
"252",1941,"Pier 49 - Guardinos (Wharf J-1)","2801 Taylor St",94133,"Own",46,"Port",1040,-122.416564715,37.808899168,"POINT (-122.41656471499999 37.80889916799998)"
"253",1707,"SWL 302 - Scomas (Smoke House)","Al Scoma Way",94133,"Own",46,"Port",4805,-122.418529639,37.808530178,"POINT (-122.41852963899998 37.80853017800001)"
"254",1871,"Woh Hei Yuen Rec Center building","922 Jackson St",94133,"Own",49,"Recreation And Parks",5000,-122.410270485,37.795802124,"POINT (-122.41027048500001 37.79580212399998)"
"255",799,"GGP Golf Course Clubhouse","970 47th Ave",94117,"Own",49,"Recreation And Parks",5026,-122.506586901,37.769101277,"POINT (-122.50658690099999 37.769101277000004)"
"256",1129,"Mission Rec Center","2450 Harrison St",94110,"Own",49,"Recreation And Parks",20514,-122.412586022,37.758148734,"POINT (-122.41258602200003 37.758148733999974)"
"257",1709,"SWL 302 Cal Shell Fish Shed","Pier 47",94133,"Own",46,"Port",1470,-122.418529639,37.808530178,"POINT (-122.41852963899998 37.80853017800001)"
"258",734,"Fire Station #9","2245 Jerrold Ave",94124,"Own",38,"Fire Department",15000,-122.401235582,37.745262342,"POINT (-122.40123558200003 37.74526234199999)"
"259",150,"AWSS Pipeyard (behind 2245 Jerrold)","2245 JERROLD AVE",94124,"Own",38,"Fire Department",6400,-122.401640545,37.744633411,"POINT (-122.40164054500002 37.744633410999995)"
"260",275,"Bureau of Equipment Headquarters","2501 25th St",94110,"Own",38,"Fire Department",7000,-122.40357997,37.751749027,"POINT (-122.40357997000001 37.75174902700002)"
"261",1231,"Park Station","1899 Waller St",94117,"Own",45,"Police Department",13700,-122.455226013,37.76782399,"POINT (-122.45522601300001 37.76782399000001)"
"262",221,"MOSCONE NORTH","730 Howard St",94103,"Own",80,"Gsa - Convention Facilities Management",520000,-122.40190094,37.784366171,"POINT (-122.40190094000002 37.78436617099999)"
"263",1344,"Presidio Middle","450 30th Ave",94121,"Own",16,"School District (Sfusd)",140000,-122.489627111,37.780864737,"POINT (-122.489627111 37.780864737)"
"264",1958,"Pier 64 1/2 Kelly Mission Rock Resort Restnt","Pier 64 1/2",94158,"Own",46,"Port",10000,-122.386565372,37.765475051,"POINT (-122.386565372 37.76547505100001)"
"265",1187,"NORTH BEACH Parking Garage","735 Vallejo St",94133,"Own",42,"Municipal Transportation Agency",82402,-122.409540636,37.798375567,"POINT (-122.40954063599997 37.798375566999994)"
"266",1843,"Waterbar Restaurant","399 The Embarcadero",94105,"Own",46,"Port",9000,-122.389083602,37.79050017,"POINT (-122.38908360200003 37.79050016999997)"
"267",1697,"Sutter - Stockton Parking Garage","444 Stockton St",94108,"Own",42,"Municipal Transportation Agency",745000,-122.406436115,37.789989059,"POINT (-122.40643611500002 37.78998905899999)"
"268",860,"Herbert Hoover Middle","2290 14th Ave",94116,"Own",16,"School District (Sfusd)",132400,-122.468826018,37.745743851,"POINT (-122.46882601800002 37.745743850999986)"
"269",1789,"Visitacion Valley Community Center","66 Raymond Ave",94134,"Own",63,"Gsa - Real Estate Division",7250,-122.404359666,37.712540356,"POINT (-122.404359666 37.71254035599998)"
"270",553,"CREW Building (near Forestry Center)","1000 Great Hwy",94117,"Own",49,"Recreation And Parks",448,-122.483741512,37.767539839,"POINT (-122.483741512 37.767539838999994)"
"271",724,"Fire Station #41","1325 Leavenworth St",94109,"Own",38,"Fire Department",9600,-122.416495156,37.793376858,"POINT (-122.416495156 37.79337685799999)"
"272",1134,"Model Yacht Clubhouse","John F Kennedy Dr & 36th Ave",94117,"Own",49,"Recreation And Parks",3168,-122.495600918,37.770207603,"POINT (-122.49560091799998 37.77020760300002)"
"273",1988,"Pier 70 - Pier 68 - Warehouse & 6-ton crane, Bldg. #49","590 20TH ST",94107,"Own",46,"Port",10000,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"274",590,"Douglass Clubhouse","1100 Douglass St",94114,"Own",49,"Recreation And Parks",1072,-122.438392549,37.747822614,"POINT (-122.43839254900001 37.74782261399997)"
"275",3285,"BROADWAY/EMBARCADERO SIDEWALK","Broadway and Embarcadero",94111,"Own",46,"Port",2925,-122.397995376,37.798895178,"POINT (-122.39799537599998 37.79889517800001)"
"276",911,"Jackson Clubhouse","1645 17th St",94107,"Own",49,"Recreation And Parks",5040,-122.399607261,37.764314919,"POINT (-122.39960726100003 37.764314919000014)"
"277",1423,"Rossi Annex Bathrooms","2 Willard St North",94118,"Own",49,"Recreation And Parks",390,-122.457700119,37.778010576,"POINT (-122.45770011899998 37.778010575999986)"
"278",655,"Fac. 200 - World Trade Club Restaurant","San Francisco Ferry Bldg",94105,"Own",46,"Port",30048,-122.391858452,37.79575865,"POINT (-122.39185845200001 37.79575864999998)"
"279",2043,"Laguna Honda - Pavilion Building","375 Laguna Honda Blvd",94116,"Own",72,"Public Health",148039,-122.456878498,37.749291263,"POINT (-122.45687849799998 37.749291262999975)"
"280",760,"Fulton Clubhouse","855 27th Ave",94121,"Own",49,"Recreation And Parks",1420,-122.486836588,37.773549983,"POINT (-122.48683658800002 37.77354998300001)"
"281",1992,"Pier 70 - SWL 345 - Kneass, Pier 66 Boatyard Office","420 22nd St",94107,"Own",46,"Port",2000,-122.38300092,37.760392021,"POINT (-122.38300091999997 37.76039202099997)"
"282",525,"Conservatory Staff Bathroom/Storage","100 John F Kennedy Dr",94117,"Own",49,"Recreation And Parks",480,-122.460363094,37.772709364,"POINT (-122.460363094 37.77270936399998)"
"283",465,"Chinatown Branch Library","1135 Powell St",94108,"Own",48,"Public Library",17858,-122.410082495,37.795238875,"POINT (-122.41008249499998 37.795238874999995)"
"284",1817,"Veterans Building","401 Van Ness Ave",94102,"Own",53,"War Memorial",247500,-122.420980631,37.779527555,"POINT (-122.42098063100002 37.779527555000016)"
"285",177,"Bercut Maintenance Bldgs","Bercut Access Rd & Chain of Lakes Dr",94117,"Own",49,"Recreation And Parks",1320,-122.502552927,37.766391586,"POINT (-122.50255292700001 37.766391586)"
"286",1093,"Merced Branch Library","155 Winston Dr",94132,"Own",48,"Public Library",5832,-122.474493769,37.726593669,"POINT (-122.47449376899999 37.72659366900001)"
"287",924,"Japanese Pagoda","1610 Geary Blvd",94115,"Own",49,"Recreation And Parks",289,-122.429842621,37.785113982,"POINT (-122.42984262099998 37.785113981999984)"
"288",1984,"Pier 70 - Pier 68 - Steel Shop Office (bldg #121)","590 20TH ST",94107,"Own",46,"Port",615,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"289",375,"Camp Ida Smith","1100 Lake Merced Blvd",94132,"Own",47,"Public Utilities Commission",1200,-122.484730729,37.712401087,"POINT (-122.48473072899998 37.71240108699999)"
"290",1030,"Louis Sutter Clubhouse","600 University St",94134,"Own",49,"Recreation And Parks",2940,-122.414386109,37.722384349,"POINT (-122.41438610900002 37.72238434899998)"
"291",1299,"Pier 96 - Truck Scales","1000 Amador St",94124,"Own",46,"Port",500,-122.377797369,37.743831172,"POINT (-122.377797369 37.743831172)"
"292",875,"Holly Park Bathrooms","Holly Park Cir & Highland Ave",94110,"Own",49,"Recreation And Parks",420,-122.420056762,37.736765424,"POINT (-122.420056762 37.736765424)"
"293",1943,"Pier 49 - Tarantinos Restaurant (Wharf J-1)","206 Jefferson St",94133,"Own",46,"Port",7153,-122.416564715,37.808899168,"POINT (-122.41656471499999 37.80889916799998)"
"294",951,"Joseph Lee Rec Center","1395 Mendell St",94124,"Own",49,"Recreation And Parks",17331,-122.389599527,37.734893731,"POINT (-122.38959952699997 37.734893731)"
"295",710,"Fire Station #28","1814 Stockton St",94133,"Own",38,"Fire Department",9350,-122.409351508,37.802547875,"POINT (-122.40935150799999 37.802547875000016)"
"296",1294,"Pier 96 - Exit Canopy","1000 Amador St",94124,"Own",46,"Port",5950,-122.377797369,37.743831172,"POINT (-122.377797369 37.743831172)"
"297",3121,"LRV Station - West Portal","West Portal Ave & Ulloa St",94127,"Own",42,"Municipal Transportation Agency",55308,-122.46559651,37.74113611,"POINT (-122.46559651000001 37.741136110000014)"
"298",577,"De Young Museum","50 Hagiwara Tea Garden Dr",94117,"Own",58,"Fine Arts Museums",292500,-122.468812412,37.771583543,"POINT (-122.46881241199998 37.77158354300002)"
"299",1001,"Lawton Elementary","1570 31st Ave",94122,"Own",16,"School District (Sfusd)",64940,-122.489098243,37.758050764,"POINT (-122.489098243 37.75805076400002)"
"300",391,"Castro Mission Health Center","3850 17th St",94114,"Own",72,"Public Health",15258,-122.431871054,37.762938336,"POINT (-122.431871054 37.76293833599999)"
"301",1228,"Park Branch Library","1833 Page St",94117,"Own",48,"Public Library",8825,-122.45100116,37.770135518,"POINT (-122.45100115999998 37.77013551800002)"
"302",1603,"Sojourner Truth Child Center","1 Cashmere St",94124,"Own",77,"Public Works",5184,-122.381628563,37.735574172,"POINT (-122.38162856299999 37.735574171999986)"
"303",498,"Clarendon Elementary","500 Clarendon Ave",94131,"Own",16,"School District (Sfusd)",39500,-122.456323215,37.753757316,"POINT (-122.456323215 37.75375731600002)"
"304",1809,"Urban Forestry Office Trailer 1","2323 Cesar Chavez St",94124,"Own",77,"Public Works",695,-122.400399438,37.749048585,"POINT (-122.40039943800002 37.749048585000025)"
"305",731,"Fire Station #7 - Division 3 Headquarters","2300 Folsom St",94110,"Own",38,"Fire Department",16488,-122.41504182,37.760255397,"POINT (-122.41504182 37.76025539699998)"
"306",107,"Alamo Elementary","250 23rd Ave",94121,"Own",16,"School District (Sfusd)",50420,-122.482479612,37.783007135,"POINT (-122.48247961200002 37.78300713499999)"
"307",1732,"SWL 345 - SF Boat Works Office/Shop","835 Terry A Francois Blvd",94158,"Own",46,"Port",7750,-122.386987699,37.76413623,"POINT (-122.38698769899997 37.76413623000002)"
"308",1993,"Pier 70 - SWL 349 - Auto Yard Shop Bldg #19","420 22nd St",94107,"Own",46,"Port",6152,-122.382765235,37.75915968,"POINT (-122.38276523500002 37.75915967999998)"
"309",539,"Corporation Yard Fuel Pumps","2323 Cesar Chavez St",94124,"Own",77,"Public Works",159299,-122.40173087,37.748234828,"POINT (-122.40173087 37.74823482800002)"
"310",3011,"Old Mint","88 05th St",94103,"Own",63,"Gsa - Real Estate Division",93568,-122.40723325,37.782725393,"POINT (-122.40723324999999 37.78272539300002)"
"311",170,"Bay Shore Blvd & Arleta Ave SFMTA Operator Bathroom","1 Arleta Ave",94134,"Own",42,"Municipal Transportation Agency",75,-122.402895512,37.712372333,"POINT (-122.40289551199999 37.71237233300002)"
"312",1808,"Urban Forestry Crew Shack","2323 Cesar Chavez St",94124,"Own",77,"Public Works",506,-122.400399438,37.749048585,"POINT (-122.40039943800002 37.749048585000025)"
"313",533,"Corp Yard Gas Station","100 Martin Luther King Dr",94117,"Own",49,"Recreation And Parks",5929,-122.46061628,37.76894882,"POINT (-122.46061628000001 37.76894881999999)"
"314",700,"Fire Station #18","1935 32nd Ave",94116,"Own",38,"Fire Department",15900,-122.490543907,37.750986363,"POINT (-122.49054390700002 37.75098636299998)"
"315",624,"E R Taylor Elementary","423 Burrows St",94134,"Own",16,"School District (Sfusd)",56113,-122.407465824,37.727679749,"POINT (-122.40746582399998 37.727679749)"
"316",1726,"Roundhouse Plaza Building 1","1500 Sansome St",94111,"Own",46,"Port",20130,-122.403207082,37.804605796,"POINT (-122.403207082 37.804605795999976)"
"317",76,"Maintenance-Ways & Structural-Misc Facility","700 Pennsylvania Ave",94107,"Own",42,"Municipal Transportation Agency",88470,-122.393549611,37.756923668,"POINT (-122.39354961100003 37.75692366800001)"
"318",3027,"POTRERO DIVISION","2500 Mariposa St",94110,"Own",42,"Municipal Transportation Agency",101510,-122.408792646,37.763329583,"POINT (-122.408792646 37.76332958299997)"
"319",1922,"Pier 40 Restaurant & Robert Steck Chandelry","89 King St",94107,"Own",46,"Port",3990,-122.386635945,37.781690361,"POINT (-122.38663594500002 37.78169036100002)"
"320",1684,"Sunset Mental Health Services","1990 41st Ave",94116,"Own",72,"Public Health",5500,-122.49949039,37.749895993,"POINT (-122.49949039 37.749895992999996)"
"321",519,"Conservatory Lath House","100 John F Kennedy Dr",94117,"Own",49,"Recreation And Parks",1320,-122.460636289,37.772835418,"POINT (-122.46063628899998 37.772835418)"
"322",1411,"Robert Louis Stevenson Elementary","2051 34th Ave",94116,"Own",16,"School District (Sfusd)",47500,-122.492756089,37.748844414,"POINT (-122.49275608900001 37.74884441400002)"
"323",812,"Gleneagles Golf Course Clubhouse","2100 Sunnydale Ave",94134,"Own",49,"Recreation And Parks",2000,-122.424391108,37.716024013,"POINT (-122.42439110800001 37.71602401299998)"
"324",1255,"PERFORMING ARTS Parking Garage","360 Grove St",94102,"Own",42,"Municipal Transportation Agency",213564,-122.422508773,37.77808561,"POINT (-122.422508773 37.778085610000005)"
"325",696,"Fire Station #14","551 26th Ave",94121,"Own",38,"Fire Department",15900,-122.486061621,37.778992649,"POINT (-122.48606162099998 37.778992648999974)"
"326",1349,"Wholesale Produce Market - Public Dock 3 Middle","1999 Jerrold Ave",94124,"Own",63,"Gsa - Real Estate Division",2600,-122.396407556,37.742774786,"POINT (-122.39640755599999 37.742774785999984)"
"327",1138,"Moscone Bathrooms","1800 Chestnut St",94123,"Own",49,"Recreation And Parks",500,-122.43460644,37.802196917,"POINT (-122.43460643999998 37.802196917)"
"328",627,"Edison Charter Academy Elementary","3531 22nd St",94114,"Own",16,"School District (Sfusd)",59200,-122.42626571,37.754436242,"POINT (-122.42626571 37.754436242)"
"329",804,"Ghirardelli Rustic Structure","201 Conservatory Dr West",94117,"Own",49,"Recreation And Parks",1794,-122.46155808,37.773137977,"POINT (-122.46155807999997 37.773137976999976)"
"330",1213,"Ortega Branch Library","3223 Ortega St",94122,"Own",48,"Public Library",9300,-122.498103197,37.751224058,"POINT (-122.49810319699998 37.75122405799999)"
"331",191,"Boeddeker Park Clubhouse","295 Eddy St",94102,"Own",49,"Recreation And Parks",3740,-122.411828354,37.784324818,"POINT (-122.41182835400002 37.784324818000016)"
"332",3326,"101 Hyde St Building","101 Hyde St",94102,"Own",63,"Gsa - Real Estate Division",7505,-122.415748854,37.781832439,"POINT (-122.41574885400001 37.78183243900003)"
"333",3304,"Wholesale Produce Market - 2095 Jerrold","2095 Jerrold Ave",94124,"Own",63,"Gsa - Real Estate Division",13179,-122.398782317,37.743724019,"POINT (-122.39878231699998 37.74372401900001)"
"334",625,"Earl P. Mills Community Center","100 Whitney Young Circle",94124,"Own",77,"Public Works",15000,-122.384001886,37.73416123,"POINT (-122.38400188600002 37.734161229999984)"
"335",3289,"Washington HS SFMTA Operator Restrooms","32nd Ave/Geary Blvd",94121,"Own",42,"Municipal Transportation Agency",190,-122.491661476,37.779568233,"POINT (-122.49166147599999 37.77956823300002)"
"336",893,"Ida B Wells High","1099 Hayes St",94117,"Own",16,"School District (Sfusd)",34300,-122.43403688,37.774986386,"POINT (-122.43403688000001 37.77498638600002)"
"337",3024,"WEST PORTAL SUBSTATION","145 Lenox Way",94127,"Own",42,"Municipal Transportation Agency",3375,-122.4655049,37.74158694,"POINT (-122.46550489999998 37.74158693999999)"
"338",1720,"SWL 303 - GP Resources","2950 Hyde St",94133,"Own",46,"Port",416,-122.420116284,37.808053161,"POINT (-122.42011628400002 37.808053160999975)"
"339",678,"Felton - San Bruno  Parking Lot","25 Felton St",94134,"Own",42,"Municipal Transportation Agency",5100,-122.405047409,37.72968291,"POINT (-122.40504740900002 37.72968291000001)"
"340",2049,"Moscone Rec Center","1800 Chestnut St",94123,"Own",49,"Recreation And Parks",8929,-122.433045993,37.80145337,"POINT (-122.43304599300001 37.80145336999999)"
"341",1405,"Richmond PG Clubhouse","149 18th Ave",94121,"Own",49,"Recreation And Parks",1200,-122.4778686,37.785313444,"POINT (-122.47786860000002 37.785313443999996)"
"342",1267,"Pier 15/17 Valley - demolition","The Embarcadero",94111,"Own",46,"Port",105311,-122.397990374,37.801741554,"POINT (-122.39799037400002 37.80174155399999)"
"343",2064,"North Beach Swimming Pool","651 Lombard St",94133,"Own",49,"Recreation And Parks",12283,-122.412319174,37.802796436,"POINT (-122.412319174 37.802796435999994)"
"344",1597,"Silver Terrace Clubhouse","1700 Silver Ave",94124,"Own",49,"Recreation And Parks",1242,-122.402472241,37.732534208,"POINT (-122.402472241 37.732534208000004)"
"345",695,"Fire Station #13","530 Sansome St",94111,"Own",38,"Fire Department",18790,-122.401350156,37.795518711,"POINT (-122.40135015599998 37.795518711)"
"346",2054,"Mountain Lake Park Bathrooms","1 11th Ave",94118,"Own",49,"Recreation And Parks",448,-122.471766221,37.786974147,"POINT (-122.471766221 37.78697414700002)"
"347",60,"47th Ave & Wawona St SFMTA Operator Bathroom","3559 Wawona St",94116,"Own",42,"Municipal Transportation Agency",150,-122.504871283,37.736059587,"POINT (-122.504871283 37.736059587)"
"348",2007,"Pier 70 - SWL 349 Shop Building - Bldg #21","420 22nd St",94107,"Own",46,"Port",10172,-122.38300092,37.760392021,"POINT (-122.38300091999997 37.76039202099997)"
"349",1207,"Old Fire Station 21","1152 Oak St",94117,"Own",38,"Fire Department",5600,-122.438366224,37.77330114,"POINT (-122.43836622399999 37.77330114)"
"350",694,"Fire Station #12","1145 Stanyan St",94117,"Own",38,"Fire Department",11300,-122.452586445,37.763449926,"POINT (-122.45258644500001 37.76344992600002)"
"351",1911,"Pier 34 1/2 Marginal Wharf","2 Beach St",94133,"Own",46,"Port",4815,-122.387727816,37.784125277,"POINT (-122.387727816 37.78412527699999)"
"352",192,"Bowling Green Clubhouse","310 Bowling Green Dr",94117,"Own",49,"Recreation And Parks",2150,-122.459959075,37.76876178,"POINT (-122.45995907499997 37.76876177999998)"
"353",173,"Bayview Station","201 Williams Ave",94124,"Own",45,"Police Department",16000,-122.398086555,37.729641718,"POINT (-122.39808655500002 37.72964171799998)"
"354",1679,"Sunnyside Maintenance Facilities","233 Melrose Ave",94127,"Own",49,"Recreation And Parks",1200,-122.448255167,37.733884418,"POINT (-122.44825516700001 37.733884418)"
"355",1073,"Maxine Hall Health Center","1301 Pierce St",94115,"Own",72,"Public Health",20590,-122.436035952,37.782238562,"POINT (-122.436035952 37.782238561999975)"
"356",1418,"Roosevelt Middle","460 Arguello Blvd",94118,"Own",16,"School District (Sfusd)",121000,-122.458356149,37.782285288,"POINT (-122.458356149 37.782285288000026)"
"357",1000,"Laurel Hill Clubhouse","301 Euclid Ave",94118,"Own",49,"Recreation And Parks",1134,-122.451181023,37.783718573,"POINT (-122.451181023 37.78371857299999)"
"358",618,"Dupont Courts Restrooms","340 31st Ave",94121,"Own",49,"Recreation And Parks",440,-122.490854973,37.782877702,"POINT (-122.49085497300001 37.78287770200001)"
"359",1916,"Pier 39 - Retail Shops","2 Beach St",94133,"Own",46,"Port",261972,-122.410352849,37.810007298,"POINT (-122.41035284899999 37.810007298000016)"
"360",3253,"17th and Folsom - Future Housing","2080 Folsom St",94110,"Own",63,"Gsa - Real Estate Division",29075,-122.415428079,37.76427392,"POINT (-122.41542807899998 37.764273919999994)"
"361",1176,"Old MUNI-Fillmore substation","1150 Fillmore St",94115,"Own",63,"Gsa - Real Estate Division",4774,-122.431815937,37.780376787,"POINT (-122.43181593700001 37.78037678700002)"
"362",1947,"Pier 50 - Shed C","400 Mission Rock St",94158,"Own",46,"Port",91179,-122.383916836,37.773630996,"POINT (-122.38391683600003 37.77363099600001)"
"363",816,"Golden Gate Yacht Club","1 Yacht Rd",94123,"Own",49,"Recreation And Parks",1500,-122.446906177,37.807189599,"POINT (-122.44690617700002 37.807189599000026)"
"364",715,"Fire Station #33","8 Capitol Ave",94112,"Own",38,"Fire Department",5900,-122.458580701,37.710859478,"POINT (-122.45858070100002 37.710859477999975)"
"365",2005,"Pier 70 - SWL 349 Heavy Machine Shop - Bldg #113","420 22nd St",94107,"Own",46,"Port",74566,-122.38300092,37.760392021,"POINT (-122.38300091999997 37.76039202099997)"
"366",3255,"Parcel T Venue","188 Octavia Blvd",94102,"Own",63,"Gsa - Real Estate Division",13198,-122.423655831,37.773674239,"POINT (-122.42365583100002 37.773674239)"
"367",642,"Equestrian Center Stables","Golden Gate Equestrian Center",94122,"Own",49,"Recreation And Parks",14608,-122.494155887,37.769377368,"POINT (-122.49415588699998 37.769377367999994)"
"368",1994,"Pier 70 - SWL 349 - Beth Street Stress Relieving, Bldg. #16","420 22nd St",94107,"Own",46,"Port",7734,-122.38300092,37.760392021,"POINT (-122.38300091999997 37.76039202099997)"
"369",1870,"Windmills Pump Station","1691 John F Kennedy Dr",94121,"Own",49,"Recreation And Parks",2842,-122.508853501,37.770353054,"POINT (-122.50885350099998 37.770353054)"
"370",2002,"Pier 70 - SWL 349 - UIW Machine Shop, Bldg. #114","420 22nd St",94107,"Own",46,"Port",8000,-122.38300092,37.760392021,"POINT (-122.38300091999997 37.76039202099997)"
"371",1262,"Pier 1 1/2 - Bulkhead/Shed Building","The Embarcadero",94105,"Own",46,"Port",15444,-122.394138903,37.796673936,"POINT (-122.394138903 37.79667393599999)"
"372",1304,"Pioneer Log Cabin","1 Stow Lake Dr",94117,"Own",49,"Recreation And Parks",2256,-122.475483433,37.770850077,"POINT (-122.47548343300002 37.77085007699998)"
"373",1259,"PHELPS SUBSTATION","702 Phelps St",94124,"Own",42,"Municipal Transportation Agency",2500,-122.390643943,37.74082221,"POINT (-122.39064394299999 37.740822209999976)"
"374",868,"Hillcrest Elementary","810 Silver Ave",94134,"Own",16,"School District (Sfusd)",60280,-122.418862256,37.728822311,"POINT (-122.41886225600001 37.72882231099999)"
"375",703,"Fire Station #20","285 Olympia Way",94131,"Own",38,"Fire Department",10300,-122.456076693,37.751171245,"POINT (-122.456076693 37.75117124500002)"
"376",654,"Excelsior Youth Center","163 London St",94112,"Own",16,"School District (Sfusd)",20000,-122.432156776,37.726358567,"POINT (-122.432156776 37.72635856699998)"
"377",1930,"Pier 47 - Scoma / Fish Prep Bldg","The Embarcadero",94133,"Own",46,"Port",713,-122.418529639,37.808530178,"POINT (-122.41852963899998 37.80853017800001)"
"378",1343,"Presidio Heights Clubhouse","3437 Clay St",94118,"Own",49,"Recreation And Parks",958,-122.44978473,37.788536066,"POINT (-122.44978472999998 37.788536066000006)"
"379",1220,"Palace of Fine Arts -Theater","3601 Lyon St",94123,"Own",49,"Recreation And Parks",28300,-122.449168395,37.802818105,"POINT (-122.44916839500002 37.80281810499997)"
"380",613,"Dr George Washington Carver Elementary","1360 Oakdale Ave",94124,"Own",16,"School District (Sfusd)",45500,-122.38557042,37.73184271,"POINT (-122.38557042000002 37.73184271000002)"
"381",709,"Fire Station #26","80 Digby St",94131,"Own",38,"Fire Department",15000,-122.433399694,37.740283058,"POINT (-122.433399694 37.74028305799999)"
"382",1648,"Stern Grove - New Stage","2899 19TH AVE",94132,"Own",49,"Recreation And Parks",1134,-122.479262979,37.736145532,"POINT (-122.479262979 37.73614553200002)"
"383",980,"LA PLAYA/CABRILLO OCEAN BEACH SFMTA Operator Bathroom","780 La Playa",94121,"Own",42,"Municipal Transportation Agency",75,-122.509765444,37.773450922,"POINT (-122.50976544399998 37.773450921999995)"
"384",1292,"Pier 94 - Wharfside Building","600 Amador St",94124,"Own",46,"Port",800,-122.377797369,37.743831172,"POINT (-122.377797369 37.743831172)"
"385",1940,"Pier 49 - Fishermans Memorial Chapel","Pier 49",94133,"Own",46,"Port",1002,-122.416564715,37.808899168,"POINT (-122.41656471499999 37.80889916799998)"
"386",805,"Gilman Bathrooms","993 Gilman Ave",94124,"Own",49,"Recreation And Parks",270,-122.38833114,37.716828649,"POINT (-122.38833113999999 37.71682864899998)"
"387",501,"Coit Tower","1 Telegraph Hill Blvd",94133,"Own",49,"Recreation And Parks",5687,-122.405764318,37.802368851,"POINT (-122.40576431800002 37.80236885099998)"
"388",1970,"Pier 70 - Pier 68 - Checkhouse #2, Bldg. #123","590 20TH ST",94107,"Own",46,"Port",1,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"389",481,"Church & Duboce Supervisors Tower","45 CHURCH ST",94114,"Own",42,"Municipal Transportation Agency",180,-122.428914,37.769565,"POINT (-122.42891400000002 37.769565)"
"390",1998,"Pier 70 - SWL 349 - Beth Street Washroom & Locker, Bldg. #29","420 22nd St",94107,"Own",46,"Port",3696,-122.38300092,37.760392021,"POINT (-122.38300091999997 37.76039202099997)"
"391",1990,"Pier 70 - Pier 68 - Yard Washroom, Bldg. #119","590 20TH ST",94107,"Own",46,"Port",1440,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"392",469,"Chinese Education Center","657 Merchant St",94111,"Own",16,"School District (Sfusd)",10580,-122.404057793,37.794768244,"POINT (-122.40405779299999 37.79476824400001)"
"393",1062,"MARKET ST/POWELL ST AT HALLIDIE PLAZA SFMTA Operator Bathroom","Market St & Powell St",94102,"Own",42,"Municipal Transportation Agency",75,-122.408484512,37.784115303,"POINT (-122.40848451199997 37.78411530300002)"
