"","facility_id","common_name","address","zip_code","owned_leased","dept_id_for_jurisdiction","jurisdiction","gross_sq_ft","longitude","latitude","geom"
"553",1215,"Paint & Carpentry Shop","100 Martin Luther King Dr",94117,"Own",49,"Recreation And Parks",1200,-122.462511066,37.768630933,"POINT (-122.46251106599999 37.768630933)"
"554",1076,"McKinley Elementary","1025 14th St",94114,"Own",16,"School District (Sfusd)",45160,-122.436454854,37.766971844,"POINT (-122.43645485399998 37.76697184400001)"
"555",1705,"SWL 302 - Firewood Cafe","Pier 47",94133,"Own",46,"Port",4000,-122.419,37.8085,"POINT (-122.41899999999998 37.80849999999998)"
"556",572,"Curtis E. Green LRV Facility Annex Bldg","425 GENEVA AVE",94112,"Own",42,"Municipal Transportation Agency",34850,-122.446467123,37.722051241,"POINT (-122.44646712299999 37.722051240999974)"
"557",1063,"Marshall Elementary","1575 15th St",94103,"Own",16,"School District (Sfusd)",34300,-122.419007473,37.766455231,"POINT (-122.41900747300002 37.76645523100001)"
"558",70,"Streetlight Warehouse","639 Bryant St",94107,"Own",42,"Municipal Transportation Agency",6400,-122.398609575,37.778658136,"POINT (-122.39860957500002 37.77865813599999)"
"559",138,"Argonne Elementary","680 18th Ave",94118,"Own",16,"School District (Sfusd)",52000,-122.476546817,37.775305052,"POINT (-122.47654681699998 37.77530505200002)"
"560",1633,"St Mary's Rec Center","95 Justin Dr",94112,"Own",49,"Recreation And Parks",23307,-122.421709805,37.734235341,"POINT (-122.42170980499998 37.73423534099999)"
"561",763,"Office of the Chief Medical Examiner Building","1 Newhall St",94124,"Own",65,"Gsa - Medical Examiner",46000,-122.377752351,37.739565919,"POINT (-122.37775235100003 37.73956591899997)"
"562",490,"Civic Center Secondary at John Swett Campus","727 Golden Gate Ave",94102,"Own",16,"School District (Sfusd)",29060,-122.422877858,37.78031379,"POINT (-122.42287785799999 37.78031378999998)"
"563",1139,"MOSCONE CENTER Parking Garage","255 03rd St",94103,"Own",42,"Municipal Transportation Agency",255444,-122.399367228,37.784711537,"POINT (-122.39936722800002 37.78471153700002)"
"564",895,"Independence High School","1350 7th Ave",94122,"Own",16,"School District (Sfusd)",30114,-122.463851641,37.763218817,"POINT (-122.46385164100002 37.763218816999995)"
"565",1960,"Pier 7 - The Waterfront Restaurant","The Embarcadero",94111,"Own",46,"Port",6054,-122.395618426,37.79934571,"POINT (-122.395618426 37.79934571000001)"
"566",1289,"Pier 27  - Port’s primary cruise terminal.","1098 The Embarcadero",94111,"Own",46,"Port",420690,-122.401081639,37.805332873,"POINT (-122.40108163899998 37.805332873)"
"567",486,"Civic Center Substation","1150 Market St",94102,"Own",42,"Municipal Transportation Agency",3471,-122.4141041,37.779593869,"POINT (-122.41410409999997 37.779593868999996)"
"568",3167,"Building 33 - Treasure Island","401 13TH ST",94130,"Own",114,"Treasure Island Development Authority",10604,-122.373708517,37.828020221,"POINT (-122.37370851700001 37.828020220999974)"
"569",1137,"Sunnyside Conservatory","236 Monterey Blvd",94131,"Own",49,"Recreation And Parks",1536,-122.440823995,37.7318608,"POINT (-122.44082399500002 37.73186079999999)"
"570",1140,"MOSCONE CENTER (South)","747 Howard St",94103,"Own",80,"Gsa - Convention Facilities Management",650000,-122.401262868,37.783864032,"POINT (-122.401262868 37.783864032)"
"571",1324,"Portsmouth Square Clubhouse","733 Kearny St",94111,"Own",49,"Recreation And Parks",1860,-122.405585735,37.794593054,"POINT (-122.40558573499999 37.79459305400002)"
"572",3297,"Kirkland Motor Coach Facility (Maint. Bldg)","151 Beach St",94133,"Own",42,"Municipal Transportation Agency",6316,-122.411329365,37.807617831,"POINT (-122.41132936499997 37.807617831000016)"
"573",162,"Bandstand Public Restrooms","50 Hagiwara Tea Garden Dr",94117,"Own",49,"Recreation And Parks",1276,-122.46874094,37.769745554,"POINT (-122.46874093999998 37.769745553999996)"
"574",141,"Former SFAC Galleries Window Installation Site","155 Grove St",94102,"Own",63,"Gsa - Real Estate Division",4186,-122.419069699,37.778078764,"POINT (-122.41906969899998 37.778078763999986)"
"575",453,"Central Station","766 Vallejo St",94133,"Own",45,"Police Department",8000,-122.409862909,37.798645319,"POINT (-122.40986290900003 37.798645319)"
"576",1730,"SWL 322 ABC TV","900 Front St",94111,"Own",46,"Port",169620,-122.399569019,37.800220916,"POINT (-122.39956901900001 37.800220916)"
"577",1667,"Strybing Lath House","1199 09th Ave",94117,"Own",49,"Recreation And Parks",2196,-122.472617189,37.767369596,"POINT (-122.472617189 37.76736959599998)"
"578",477,"Community Health Network Headquarters","2789 25th St",94110,"Own",72,"Public Health",60000,-122.405662514,37.751459655,"POINT (-122.40566251400003 37.75145965500002)"
"579",1775,"Tom Waddell Health Clinic","50 Dr Tom Waddell Pl",94102,"Own",72,"Public Health",15000,-122.418794017,37.777977674,"POINT (-122.41879401699998 37.777977674)"
"580",593,"Downtown Ferry Terminal","San Francisco Ferry Bldg",94105,"Own",46,"Port",12830,-122.393338572,37.795553433,"POINT (-122.393338572 37.79555343300001)"
"581",616,"Forensic Service/Traffic Company","1995 Evans Ave",94124,"Own",45,"Police Department",44210,-122.395886639,37.746974761,"POINT (-122.39588663900003 37.74697476099999)"
"582",935,"Jean Parker Elementary","840 Broadway",94133,"Own",16,"School District (Sfusd)",46000,-122.411053119,37.797643232,"POINT (-122.41105311899997 37.797643231999984)"
"583",155,"Balboa Park Community Pool","73 Havelock St",94112,"Own",49,"Recreation And Parks",19925,-122.443183356,37.726346339,"POINT (-122.44318335600002 37.726346338999974)"
"584",755,"Francisco Middle","2190 Powell St",94133,"Own",16,"School District (Sfusd)",104897,-122.411021618,37.804360262,"POINT (-122.411021618 37.80436026199999)"
"585",3009,"Mission Cultural Center for Latino Arts","2868 Mission St",94110,"Own",35,"Arts Commission",32230,-122.418570446,37.751004618,"POINT (-122.41857044599999 37.751004618000024)"
"586",1180,"Music Concourse Garage","10th Ave & Fulton St",94122,"Own",49,"Recreation And Parks",3e+05,-122.467487559,37.770635532,"POINT (-122.467487559 37.77063553199997)"
"587",1724,"SWL 316 Houstons Restaurant","1800 Montgomery St",94111,"Own",46,"Port",12622,-122.40511883,37.805970524,"POINT (-122.40511882999999 37.805970523999974)"
"588",1733,"SWL 345 - SF Boat Works Storage/The Ramp","835 Terry A Francois Blvd",94158,"Own",46,"Port",6400,-122.386873372,37.764207725,"POINT (-122.38687337200003 37.764207725000006)"
"589",769,"Garfield Square Community Pool","3100 26th St",94110,"Own",49,"Recreation And Parks",18840,-122.412440329,37.749946506,"POINT (-122.41244032899999 37.749946506000015)"
"590",1598,"Silver Terrace Fieldhouse/Bleachers","1700 Silver Ave",94124,"Own",49,"Recreation And Parks",6600,-122.402997016,37.732942304,"POINT (-122.40299701599997 37.732942304000005)"
"591",1313,"POLK-BUSH Parking Garage","1399 Bush St",94109,"Own",42,"Municipal Transportation Agency",73860,-122.419988094,37.788468402,"POINT (-122.41998809400002 37.78846840199998)"
"592",167,"BAY ST/TAYLOR ST SFMTA Operator Bathroom","Bay St & Taylor St",94133,"Own",42,"Municipal Transportation Agency",330,-122.41525032,37.805140447,"POINT (-122.41525031999998 37.805140446999985)"
"593",896,"Ingleside Branch","1298 Ocean Ave",94112,"Own",48,"Public Library",6100,-122.45626483,37.724057087,"POINT (-122.45626483000001 37.724057087000006)"
"594",552,"Creative Arts Charter","1601 Turk St",94115,"Own",16,"School District (Sfusd)",33117,-122.435896039,37.779881,"POINT (-122.435896039 37.77988099999999)"
"595",917,"James Lang Fieldhouse & Bleachers","1016 Laguna St",94102,"Own",49,"Recreation And Parks",4284,-122.425335826,37.781225602,"POINT (-122.42533582599998 37.781225602000006)"
"596",937,"Jefferson Elementary","1725 Irving St",94122,"Own",16,"School District (Sfusd)",42434,-122.476814539,37.76329393,"POINT (-122.47681453899997 37.763293929999975)"
"597",7,"16th ST./FOLSOM SFMTA Operator Bathroom","16th St & Folsom St",94103,"Own",42,"Municipal Transportation Agency",75,-122.415116701,37.765492206,"POINT (-122.41511670099999 37.765492205999976)"
"598",529,"Convention & Visitors Bureau","920 Market St",94102,"Own",77,"Public Works",4860,-122.40819074,37.784289366,"POINT (-122.40819074000001 37.784289365999996)"
"599",630,"Electrical & Iron Shops","100 Martin Luther King Dr",94117,"Own",49,"Recreation And Parks",4488,-122.461981977,37.768428617,"POINT (-122.461981977 37.768428616999984)"
"600",2021,"Pier 90 - Old Powerhouse","Cargo Way",94124,"Own",46,"Port",1576,-122.377797369,37.743831172,"POINT (-122.377797369 37.743831172)"
"601",890,"HYDE ST../BEACH ST. SFMTA Operator Bathroom","Hyde St & Beach St",94109,"Own",42,"Municipal Transportation Agency",75,-122.421106367,37.806921075,"POINT (-122.421106367 37.80692107499999)"
"602",1014,"Lincoln Park Pump Station","36th Ave & Clement St",94121,"Own",49,"Recreation And Parks",324,-122.496691388,37.781706415,"POINT (-122.49669138799999 37.781706414999974)"
"603",809,"Glen Park Elementary","151 Lippard Ave",94131,"Own",16,"School District (Sfusd)",45200,-122.435786588,37.733096563,"POINT (-122.43578658799998 37.733096563000004)"
"604",850,"HARDING SPORTS CENTER*","99 Harding Rd",94132,"Own",49,"Recreation And Parks",1000,-122.499441405,37.725507977,"POINT (-122.49944140500003 37.72550797700001)"
"605",644,"Equestrian Ctr. Shed 2","1451 John F Kennedy Dr",94117,"Own",49,"Recreation And Parks",1200,-122.494292785,37.769094592,"POINT (-122.49429278500003 37.76909459199999)"
"606",938,"Jefferson Square Bathrooms","997 Gough St",94109,"Own",49,"Recreation And Parks",325,-122.425489884,37.781548373,"POINT (-122.425489884 37.78154837300002)"
"607",1479,"SF Community School","115 Excelsior Ave",94112,"Own",16,"School District (Sfusd)",66900,-122.432267247,37.725925521,"POINT (-122.43226724700003 37.72592552100002)"
"608",1708,"SWL 302 - United Shellfish Warehouse","Pier 47",94133,"Own",46,"Port",2310,-122.418529639,37.808530178,"POINT (-122.41852963899998 37.80853017800001)"
"609",1475,"Sewage Pumping Station","3700 Lyon St",94117,"Own",49,"Recreation And Parks",4500,-122.448544664,37.806398234,"POINT (-122.448544664 37.80639823400003)"
"610",1341,"Presidio Division Bldg","949 Presidio Ave",94115,"Own",42,"Municipal Transportation Agency",158381,-122.446507201,37.783284042,"POINT (-122.44650720099997 37.78328404199999)"
"611",652,"Excelsior Clubhouse","579  Madrid St",94112,"Own",49,"Recreation And Parks",2255,-122.43360156,37.720247113,"POINT (-122.43360156 37.72024711300003)"
"612",1820,"Vis Vly Grnwy Bathrooms*","159 Teddy Ave",94134,"Own",49,"Recreation And Parks",500,-122.40566,37.714063,"POINT (-122.40566000000001 37.71406300000001)"
"613",1912,"Pier 35 – Port’s secondary cruise terminal.","1454 The Embarcadero",94133,"Own",46,"Port",210225,-122.406351516,37.808579926,"POINT (-122.40635151599997 37.80857992599999)"
"614",3305,"Wholesale Produce Market - 455 Toland","455 Toland St",94124,"Own",63,"Gsa - Real Estate Division",17200,-122.398115167,37.744348662,"POINT (-122.39811516700001 37.74434866199999)"
"615",127,"Anna E. Waden Branch Library (Bayview)","5075 03rd St",94124,"Own",48,"Public Library",9527,-122.391086201,37.732484671,"POINT (-122.39108620100001 37.73248467100001)"
"616",48,"3rd St & Oakdale Ave SFMTA Operator Bathroom","4849 3RD ST",94124,"Own",42,"Municipal Transportation Agency",75,-122.390647041,37.734384212,"POINT (-122.39064704100002 37.73438421200001)"
"617",659,"Fac. 278 Agriculture Building","San Francisco Ferry Bldg",94105,"Own",46,"Port",22186,-122.3921561,37.794131382,"POINT (-122.39215610000002 37.79413138199999)"
"618",518,"Conservatory Greenhouse 6","100 John F Kennedy Dr",94118,"Own",49,"Recreation And Parks",2708,-122.460501559,37.773058847,"POINT (-122.46050155900002 37.773058847000016)"
"619",1810,"Urban Forestry Restroom","2323 Cesar Chavez St",94124,"Own",77,"Public Works",84,-122.400399438,37.749048585,"POINT (-122.40039943800002 37.749048585000025)"
"620",171,"Bayside Office Space and Warehouse","1550 Evans Ave",94124,"Own",47,"Public Utilities Commission",50593,-122.387127805,37.742876093,"POINT (-122.38712780499998 37.74287609300001)"
"621",43,"30th ST./CHURCH SFMTA Operator Bathroom","310 30th St",94131,"Own",35,"Arts Commission",75,-122.427166827,37.742161531,"POINT (-122.42716682700001 37.74216153100002)"
"622",620,"Dutch Windmill","John F Kennedy Dr & Great Hwy",94117,"Own",49,"Recreation And Parks",5831,-122.509382649,37.770453545,"POINT (-122.50938264899997 37.77045354500001)"
"623",117,"Alta Plaza Maintenance Facilities","2599 Jackson St",94115,"Own",49,"Recreation And Parks",1200,-122.438228171,37.791204987,"POINT (-122.43822817099999 37.791204987000015)"
"624",840,"Hamilton Rec Center","1900 Geary Blvd",94115,"Own",49,"Recreation And Parks",13527,-122.435287737,37.784573673,"POINT (-122.43528773700001 37.78457367300001)"
"625",1910,"Pier 33 1/2 - Bulkhead Building","1398 The Embarcadero",94133,"Own",46,"Port",16452,-122.405545058,37.806904538,"POINT (-122.40554505799997 37.806904538000026)"
"626",913,"JACKSON ST/ FILLMORE SFMTA Operator Bathroom","2370 Jackson St",94115,"Own",42,"Municipal Transportation Agency",75,-122.434055389,37.79262844,"POINT (-122.43405538899998 37.79262843999999)"
"627",166,"BAY ST./FILLMORE ST. SFMTA Operator Bathroom","3510 Fillmore St",94123,"Own",42,"Municipal Transportation Agency",75,-122.436348674,37.802189058,"POINT (-122.43634867399999 37.80218905800001)"
"628",1044,"Main Library","100 Larkin St",94102,"Own",48,"Public Library",376000,-122.41615205,37.779081776,"POINT (-122.41615205 37.779081776)"
"629",1407,"Richmond Station","461 06th Ave",94118,"Own",45,"Police Department",13000,-122.464460729,37.780001292,"POINT (-122.464460729 37.78000129200001)"
"630",175,"Beach Chalet","1000 Great Hwy",94117,"Own",49,"Recreation And Parks",15639,-122.510205667,37.769460178,"POINT (-122.51020566699998 37.769460177999974)"
"631",1890,"Zaida T Rodriguez Early Education","421 Bartlett St",94110,"Own",16,"School District (Sfusd)",1800,-122.41917118,37.750148268,"POINT (-122.41917117999998 37.750148267999975)"
"632",820,"Grattan Clubhouse","1180 Stanyan St",94117,"Own",49,"Recreation And Parks",1854,-122.451987158,37.762656643,"POINT (-122.45198715800001 37.762656643000014)"
"633",1307,"Plumbing Shop","100 Martin Luther King Dr",94117,"Own",49,"Recreation And Parks",4800,-122.462322461,37.768741463,"POINT (-122.46232246099999 37.768741463000026)"
"634",3032,"LAGUNA HONDA SUBSTATION","375 Laguna Honda Blvd",94116,"Own",72,"Public Health",5000,-122.458643898,37.748374955,"POINT (-122.45864389799999 37.748374954999974)"
"635",802,"GGP Maintenance Bldg","970 47th Ave",94121,"Own",49,"Recreation And Parks",432,-122.506578583,37.769037662,"POINT (-122.50657858300002 37.76903766200002)"
"636",1896,"Pier 23 1/2 Pier 23 Cafe","The Embarcadero",94111,"Own",46,"Port",1646,-122.400801056,37.803371666,"POINT (-122.40080105599998 37.803371665999975)"
"637",1821,"Visitacion Valley Branch Library","201 Leland Ave",94134,"Own",48,"Public Library",9945,-122.407884226,37.712453206,"POINT (-122.40788422600002 37.71245320600002)"
"638",169,"BAYSHORE BLVD/SUNNYDALE SFMTA Operator Bathroom","Bay Shore Blvd & Sunnydale Ave",94134,"Own",42,"Municipal Transportation Agency",75,-122.404785013,37.708853723,"POINT (-122.40478501299998 37.708853723000004)"
"639",1666,"Strybing Greenhouse","1199 09th Ave",94117,"Own",49,"Recreation And Parks",2200,-122.471056493,37.766128673,"POINT (-122.47105649299999 37.766128673000026)"
"640",1314,"Polo Field Bathroom","1451 John F Kennedy Dr",94117,"Own",49,"Recreation And Parks",3432,-122.49456935,37.769160815,"POINT (-122.49456935 37.76916081500002)"
"641",1037,"LRV Station-Powell","891 Market St",94104,"Own",42,"Municipal Transportation Agency",26751,-122.407729368,37.784300208,"POINT (-122.40772936799999 37.78430020799999)"
"642",545,"County Fair Building -  Hall of Flowers","1199 09th Ave",94122,"Own",49,"Recreation And Parks",21352,-122.46713568,37.76655521,"POINT (-122.46713568000001 37.76655520999998)"
"643",1715,"SWL 302 United Shellfish Processing","Pier 47",94133,"Own",46,"Port",1714,-122.418529639,37.808530178,"POINT (-122.41852963899998 37.80853017800001)"
"644",1897,"Pier 28 - Bulkhead/Shed Building","The Embarcadero",94105,"Own",46,"Port",77088,-122.386363719,37.788124026,"POINT (-122.38636371899997 37.78812402599999)"
"645",2008,"Pier 70 - SWL 349 Traffic Department Bldg. #12 & #15","420 22nd St",94107,"Own",46,"Port",78116,-122.382939438,37.759465924,"POINT (-122.382939438 37.75946592399998)"
"646",612,"Dr Charles R Drew Elementary","50 Pomona St",94124,"Own",16,"School District (Sfusd)",55234,-122.393995378,37.731322072,"POINT (-122.393995378 37.73132207200001)"
"647",3016,"Rossi maintenance facility 2","600 Arguello Blvd",94118,"Own",49,"Recreation And Parks",672,-122.457115641,37.779394585,"POINT (-122.45711564099997 37.77939458499998)"
"648",1394,"Redding Elementary","1421 Pine St",94109,"Own",16,"School District (Sfusd)",26100,-122.419243391,37.789577549,"POINT (-122.41924339100001 37.789577549)"
"649",575,"Daniel Webster Elementary","465 Missouri St",94107,"Own",16,"School District (Sfusd)",42800,-122.395976592,37.760393791,"POINT (-122.39597659200001 37.76039379100001)"
"650",500,"Cleveland Elementary","455 Athens St",94112,"Own",16,"School District (Sfusd)",34000,-122.428880085,37.720630166,"POINT (-122.428880085 37.72063016599998)"
"651",929,"Japanese Tea Garden Giftshop","75 Hagiwara Tea Garden Dr",94117,"Own",49,"Recreation And Parks",1690,-122.469685143,37.770018603,"POINT (-122.46968514299999 37.77001860299998)"
"652",1276,"Pier 2 - Sinbads","141 The Embarcadero",94105,"Own",46,"Port",6350,-122.391941343,37.794665435,"POINT (-122.39194134299998 37.79466543500001)"
"653",3236,"490 South Van Ness Ave Housing","490 South Van Ness Ave",94103,"Own",103,"Mayor",0,-122.417738687,37.765472757,"POINT (-122.417738687 37.765472757)"
"654",1417,"Rooftop Alternative (K-4 Burnett Campus)","445 Burnett Ave",94131,"Own",16,"School District (Sfusd)",23300,-122.443916924,37.75499521,"POINT (-122.443916924 37.754995210000004)"
"655",470,"Chinese Immersion Elementary at DeAvila","1250 Waller St",94117,"Own",16,"School District (Sfusd)",58582,-122.444348481,37.769733972,"POINT (-122.44434848100002 37.76973397199998)"
"656",699,"Fire Station #17","1295 Shafter Ave",94124,"Own",38,"Fire Department",12100,-122.385066735,37.727526621,"POINT (-122.38506673500001 37.72752662099998)"
"657",1924,"Pier 41 1/2 - Blue&Gold Bldg.","The Embarcadero",94133,"Own",46,"Port",14793,-122.387611636,37.779935517,"POINT (-122.38761163599997 37.77993551700001)"
"658",869,"Hilltop County Community High / Sunshine Building","1325 Florida St",94110,"Own",16,"School District (Sfusd)",61442,-122.409396554,37.750432484,"POINT (-122.40939655400001 37.75043248399999)"
"659",29,"21st - Geary Parking Lot","5732 Geary Blvd",94121,"Own",42,"Municipal Transportation Agency",6750,-122.48105317,37.780568388,"POINT (-122.48105317 37.780568388000006)"
"660",547,"County Jail","425 07th St",94103,"Own",15,"Sheriff",50000,-122.404922605,37.775232123,"POINT (-122.40492260500002 37.77523212300002)"
"661",504,"Commodore Sloat Elementary","50 Darien Way",94127,"Own",16,"School District (Sfusd)",59200,-122.47056914,37.731670343,"POINT (-122.47056914000001 37.73167034300002)"
"662",2010,"Pier 70 - SWL 349 Warehouse - Bldg.2","420 22nd St",94107,"Own",46,"Port",96804,-122.38300092,37.760392021,"POINT (-122.38300091999997 37.76039202099997)"
"663",1317,"Polo Field South Training Qtrs","1451 John F Kennedy Dr",94117,"Own",49,"Recreation And Parks",1200,-122.492407657,37.767053597,"POINT (-122.492407657 37.76705359699997)"
"664",24,"19th - Ocean Parking Lot","3000 19th Ave",94132,"Own",42,"Municipal Transportation Agency",5920,-122.474610998,37.732031144,"POINT (-122.474610998 37.73203114400002)"
"665",178,"BERNAL SUBSTATION","425 Andover St",94110,"Own",42,"Municipal Transportation Agency",1750,-122.416308283,37.73810474,"POINT (-122.41630828299998 37.73810473999998)"
"666",1318,"Polo Fields and Stadium","1451 John F Kennedy Dr",94117,"Own",49,"Recreation And Parks",5000,-122.492686062,37.768241993,"POINT (-122.49268606200002 37.768241993000004)"
"667",718,"Fire Station #37","798 Wisconsin St",94107,"Own",38,"Fire Department",6950,-122.399243851,37.757417782,"POINT (-122.399243851 37.757417782000005)"
"668",1946,"Pier 5 1/2 - Bulkhead Building","Pier 5 1/2",94111,"Own",46,"Port",18303,-122.396387105,37.798333599,"POINT (-122.39638710499997 37.79833359899999)"
"669",1375,"Raoul Wallenberg High","40 Vega St",94118,"Own",16,"School District (Sfusd)",62840,-122.44675749,37.77984811,"POINT (-122.44675748999998 37.77984810999999)"
"670",1009,"Leola M Havard Early Education","1520 Oakdale Ave",94124,"Own",16,"School District (Sfusd)",74100,-122.388815665,37.734050141,"POINT (-122.38881566499998 37.73405014100001)"
"671",1190,"Northern Station","1125 Fillmore St",94115,"Own",45,"Police Department",18000,-122.432390435,37.780161141,"POINT (-122.432390435 37.78016114100001)"
"672",704,"Fire Station #21","1443 Grove St",94117,"Own",38,"Fire Department",8000,-122.440271768,37.775409721,"POINT (-122.440271768 37.77540972100002)"
"673",1281,"Pier 23 - Bulkhead/Shed Building","The Embarcadero",94111,"Own",46,"Port",100567,-122.399544392,37.803746972,"POINT (-122.399544392 37.803746972)"
"674",977,"KING SUBSTATION","2 Berry St",94107,"Own",42,"Municipal Transportation Agency",1251,-122.388770914,37.779680983,"POINT (-122.38877091400002 37.77968098299999)"
"675",1683,"Sunset Elementary","1920 41st Ave",94116,"Own",16,"School District (Sfusd)",40150,-122.499522785,37.750593173,"POINT (-122.49952278500001 37.75059317300003)"
"676",3034,"SWL 302 Castagnola Rest.","286 Jefferson St",94133,"Own",46,"Port",14806,-122.416564715,37.808899168,"POINT (-122.41656471499999 37.80889916799998)"
"677",493,"Claire Lilienthal (3-8 Winfield Scott Campus)","3630 Divisadero St",94123,"Own",16,"School District (Sfusd)",34000,-122.443197557,37.803218932,"POINT (-122.44319755700002 37.80321893199999)"
"678",3306,"Wholesale Produce Market - 850 Rankin","850 Rankin St",94124,"Own",63,"Gsa - Real Estate Division",82480,-122.394875999,37.742106006,"POINT (-122.39487599900002 37.74210600599997)"
"679",817,"Golden Gateway Parking Garage","250 Clay St",94111,"Own",42,"Municipal Transportation Agency",226800,-122.398909704,37.795622202,"POINT (-122.398909704 37.795622202000004)"
"680",876,"Horseshoe Pits Bathroom","Stanyan St & Fulton St",94117,"Own",49,"Recreation And Parks",264,-122.455980337,37.773754083,"POINT (-122.45598033700003 37.77375408299997)"
"681",112,"Alice Chalmers Clubhouse","670 Brunswick St",94112,"Own",49,"Recreation And Parks",2505,-122.447003258,37.709531742,"POINT (-122.447003258 37.709531742000024)"
"682",738,"Fire Station #35 - Fireboat Headquarters","Pier 22 1/2",94105,"Own",38,"Fire Department",2500,-122.388440069,37.790221026,"POINT (-122.38844006900001 37.79022102599998)"
"683",1706,"SWL 302 - Pompeis Grotto","340 Jefferson St",94133,"Own",46,"Port",4140,-122.4180534,37.808093473,"POINT (-122.41805340000002 37.808093472999985)"
"684",1416,"Rooftop Alternative (5-8 Mayeda Campus)","500 Corbett Ave",94114,"Own",16,"School District (Sfusd)",21000,-122.44448963,37.757408304,"POINT (-122.44448963000002 37.75740830400002)"
"685",1269,"Pier 17 - Shed Building","The Embarcadero",94111,"Own",46,"Port",117001,-122.398174866,37.802159251,"POINT (-122.39817486599998 37.80215925099998)"
"686",713,"Fire Station #31","441 12th Ave",94118,"Own",38,"Fire Department",8500,-122.470911415,37.779840105,"POINT (-122.47091141499999 37.779840105000005)"
"687",1627,"Spring Valley Elementary","1451 Jackson St",94109,"Own",16,"School District (Sfusd)",50400,-122.41880012,37.794020021,"POINT (-122.41880012000001 37.794020020999994)"
"688",1647,"Stern Grove - Dressing Rooms 1, 2 & 3","2899 19TH AVE",94132,"Own",49,"Recreation And Parks",1200,-122.479262979,37.736145532,"POINT (-122.479262979 37.73614553200002)"
"689",2001,"Pier 70 - SWL 349 - Test Room, Bldg. #23","420 22nd St",94107,"Own",46,"Port",4356,-122.38300092,37.760392021,"POINT (-122.38300091999997 37.76039202099997)"
"690",2003,"Pier 70 - SWL 349 Building #6 (condemned)","420 22nd St",94107,"Own",46,"Port",34707,-122.38300092,37.760392021,"POINT (-122.38300091999997 37.76039202099997)"
"691",784,"George Washington High","600 32nd Ave",94121,"Own",16,"School District (Sfusd)",228800,-122.491022973,37.77787768,"POINT (-122.49102297299999 37.77787768000002)"
"692",1926,"Pier 43 1/2 - Franciscan Restaurant","The Embarcadero",94133,"Own",46,"Port",14330,-122.414588828,37.80906673,"POINT (-122.41458882799998 37.809066729999984)"
"693",1053,"Marina Branch Library","1890 Chestnut St",94123,"Own",48,"Public Library",7633,-122.434135665,37.801373632,"POINT (-122.43413566499999 37.80137363199998)"
"694",643,"Equestrian Ctr Shed 1","1451 John F Kennedy Dr",94117,"Own",49,"Recreation And Parks",4824,-122.494430372,37.769420943,"POINT (-122.49443037200001 37.769420943)"
"695",184,"Bessie Carmichael Elementary","375 07th St",94103,"Own",16,"School District (Sfusd)",56358,-122.406688003,37.776104576,"POINT (-122.406688003 37.77610457600002)"
"696",93,"African American Art and Culture Complex","762 Fulton St",94115,"Own",35,"Arts Commission",34031,-122.429235422,37.778280764,"POINT (-122.42923542199998 37.77828076399999)"
"697",1266,"Pier 15/17 - Office on Marginal Wharf","The Embarcadero",94111,"Own",46,"Port",1576,-122.397990374,37.801741554,"POINT (-122.39799037400002 37.80174155399999)"
"698",514,"Conservatory Greenhouse 1","100 John F Kennedy Dr",94117,"Own",49,"Recreation And Parks",1932,-122.460384186,37.773120002,"POINT (-122.460384186 37.773120001999985)"
"699",633,"Ellis-O’Farrell Garage","123 OFarrell St",94102,"Own",42,"Municipal Transportation Agency",314549,-122.407093014,37.786061849,"POINT (-122.407093014 37.78606184900002)"
"700",1977,"Pier 70 - Pier 68 - Office Building #104","590 20TH ST",94107,"Own",46,"Port",37641,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"701",1769,"Theresa Mahler CDC","990 Church St",94114,"Own",16,"School District (Sfusd)",5339,-122.428096636,37.755273529,"POINT (-122.42809663600002 37.75527352900002)"
"702",1955,"Pier 54 - Storage Shed","569 Terry A Francois Blvd",94158,"Own",46,"Port",266,-122.384474581,37.769992244,"POINT (-122.384474581 37.76999224399998)"
"703",723,"Fire Station #40","2155 18th Ave",94116,"Own",38,"Fire Department",7350,-122.475269398,37.747610938,"POINT (-122.47526939800002 37.74761093799998)"
"704",1455,"Asawa San Francisco School of the Arts (SOTA)","555 Portola Dr",94131,"Own",16,"School District (Sfusd)",209500,-122.448666798,37.745431364,"POINT (-122.44866679799998 37.74543136400001)"
"705",957,"Junipero Serra Annex CDC","155 Appleton Ave",94110,"Own",16,"School District (Sfusd)",5800,-122.42259917,37.738458258,"POINT (-122.42259917000001 37.73845825799998)"
"706",853,"Harvey Milk Recreational Arts Bldg","50 Scott St",94117,"Own",49,"Recreation And Parks",19446,-122.434564974,37.769457908,"POINT (-122.43456497400001 37.76945790799999)"
"707",1212,"Opera House","301 Van Ness Ave",94102,"Own",53,"War Memorial",315700,-122.420733246,37.778617818,"POINT (-122.420733246 37.77861781799999)"
"708",767,"Garfield Elementary","420 Filbert St",94133,"Own",16,"School District (Sfusd)",33800,-122.406532023,37.801935037,"POINT (-122.40653202300001 37.80193503700002)"
"709",1676,"Sunnyside Clubhouse","233 Melrose Ave",94127,"Own",49,"Recreation And Parks",3212,-122.447214604,37.733667753,"POINT (-122.44721460400001 37.73366775300002)"
